,Author,Title,Quote
675,Matt Ridley,The Evolution of Everything,"Electrolytically generated hydrogen is around 10 times more costly than the amount of natural gas required to produce the equivalent energy, and 3 times more costly than petroleum.  The catch 22 of hydrogen. "
676,Matt Ridley,The Evolution of Everything,Sardonically: Grimly mocking or cynical
677,Matt Ridley,The Evolution of Everything,"Vituperative: Bitter and abuse. ""A vituperative outburst"""
678,Matt Ridley,The Evolution of Everything,"""If you torture the data long enough, nature will confess"" - Roald Coase"
679,Matt Ridley,The Evolution of Everything,"""All models are wrong, but some are useful"" George Box"
680,Matt Ridley,The Evolution of Everything,Accolade: Dubbing a man with a sword. It also means great honor. 
681,Matt Ridley,The Evolution of Everything,Status quo ante Bellum: Same as before the war. 
682,Matt Ridley,The Evolution of Everything,Tsjerenenkov effect. Some particles move faster than light through a medium. 
683,Matt Ridley,The Evolution of Everything,"""first rule of central banking, when the ships start to think central bankers must be like hell"" - James K. Galbraith, economist"
684,Matt Ridley,The Evolution of Everything,Smart contracts with Oracle. Two parties are agreeing on the contract that the third-party condition will initiate. This third party is called an Oracle. 
685,Matt Ridley,The Evolution of Everything,"""To you know that we know what we know, and to know that we do not know what we do not know, that is true knowledge."" - Copernicus"
686,Matt Ridley,The Evolution of Everything,"""You can see the computer age everywhere but in the productivity statistics."" - Solow (1987)"
687,Matt Ridley,The Evolution of Everything,The worst dictatorships are those with the fewest key supporters. Those that rely on oil gold etc.
688,Matt Ridley,The Evolution of Everything,Farming subsidies have nothing to do with production. It is a reward to key supporters. If not farmers are not a relevant voting group then no farming subsidies.
689,Matt Ridley,The Evolution of Everything,Kabuki : Japanese theater. Sometimes used to illustrate theatrical tricks.
690,Matt Ridley,The Evolution of Everything,Amuse-bouche: A small hors d’oeuvre of that is used as an appetite appetizer. Means mouth joy.
691,Matt Ridley,The Evolution of Everything,Hors d'oeuvre - means outside of opus/the artwork. Can be translated as an appetizer. A similar term in Italian is anti-pasta.
692,Matt Ridley,The Evolution of Everything,Esoteric: Intended for or likely to be understood by only a small number of people with special specialized knowledge or interest.
693,Matt Ridley,The Evolution of Everything,Machine learning provides a means for people who don't know anything about the subject to publish papers in the field. So it's just like getting a Ph.D. in economics. 
694,Matt Ridley,The Evolution of Everything,Etymologi: Lærenom ordenes opprinnelse.
695,Matt Ridley,The Evolution of Everything,"""Last words are for fools that have not said enough"" - Karl Marx"
696,Matt Ridley,The Evolution of Everything,Invention of containers increased international trade more than all free-trade agreements put together.
697,Matt Ridley,The Evolution of Everything,"""Et vennskap som ikke tåler alt som blir sagt, holder ikke i det avgjørende øyeblikk."" - Joachim Hambro"
698,Matt Ridley,The Evolution of Everything,Homonym : Ord som skrives likt men har forskjellig betydning (Finne: fisk/person fra Finland)
699,Matt Ridley,The Evolution of Everything,Paraphilia: Sexual preferences that are not based on another person.
700,Matt Ridley,The Evolution of Everything,Dunbar´s number: Suggested cognitive number of the number of people with whom we can have and maintain stable slow social relationships (about 150 people).
701,Matt Ridley,The Evolution of Everything,"Bizet Reaction: Is one of a class of reactions that serve as a classical example of non-equilibrium thermodynamics, resulting in the establishment of a nonlinear chemical oscillator."
702,Matt Ridley,The Evolution of Everything,Edvard Lorenz coined the butterfly effect for his influential talk; 'Does a flap of a butterfly's wings in Brazil cause a hurricane in Texas.'
703,Matt Ridley,The Evolution of Everything,"""En ting er å legge planer, noe ganske annet er å vite hvor man har lagt dem."" - Ole Henrik Magga, Sametingspresident."
704,Matt Ridley,The Evolution of Everything,"""If your beliefs were consistent and sound it is definitely because they are incomplete and not universal. If your beliefs were complete and universal it is definitely because they contain inconsistencies."" - Kurt Godel"
705,Matt Ridley,The Evolution of Everything,"When Einstein delivered his Ph.D. thesis, he was asked by his reviewers to add more text. He thought about it for a weak, added 1 sentence and passed."
706,Matt Ridley,The Evolution of Everything,Hackers by Steven Levy
707,Matt Ridley,The Evolution of Everything,Ubiquity by Mark Buchananon
708,Matt Ridley,The Evolution of Everything,Critical Mass by Phillip Bull
709,Matt Ridley,The Evolution of Everything,Why most things fail by Paul Onmerod
710,Matt Ridley,The Evolution of Everything,The Goal by Dr. Eliyaha Goldratt
711,Matt Ridley,The Evolution of Everything,Hooked - Nir Eyal
